KodProduktu,Wyprzedaz,ilosc_indeks,Wartosc_indeks,SlsU,SlsR,KATEGORIA,DEPARTAMENT,GRUPA,grupa_towarowanie,przedzial_ilosci
B-578-005,1,100,6796,95,10415.199999999999,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
583629-01,1,82,7859.699999999999,73,9771.33,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
H4L21-SPUD010-20S,1,178,6988.28,125,9350.88,TEKSTYLIA,2_KOBIETA,SPÓDNICA,SUKIENKA,"(50,200]"
845821-27,1,149,8463.2,79,7334.3099999999995,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
92169-020,1,93,4739.28,90,7289.25,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
B-591-006,1,134,7398.14,79,6533.3099999999995,TEKSTYLIA,2_KOBIETA,SPÓDNICA,SUKIENKA,"(50,200]"
H4L21-SUDD013-20S,1,61,2394.8599999999997,67,5303.42,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
HOL21-SUDD603-48S,1,94,3690.44,66,4945.4,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
845821-38,1,200,11360,50,4829.53,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
HOL21-SPUD601-20S,1,80,2198.4,109,4566.68,TEKSTYLIA,2_KOBIETA,SPÓDNICA,SUKIENKA,"(50,200]"
583617-01,1,51,2172.6,54,3345.56,TEKSTYLIA,2_KOBIETA,SPÓDNICA,SUKIENKA,"(50,200]"
HOL21-SUDD601-73S,1,126,3462.48,64,2789.4900000000002,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(50,200]"
FL6901,1,30,3391.2000000000003,6,899.96,TEKSTYLIA,2_KOBIETA,SUKIENKA,SUKIENKA,"(20,50]"
586890-01,0,844,29953.56,249,23332.52,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(800,1e+04]"
586776-52,0,1052,29866.28,127,9281.14,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(800,1e+04]"
1024962-10348,0,887,27151.07,133,6635.5,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(800,1e+04]"
GS4151,0,467,15084.099999999999,319,23487.21,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD001-20S,0,676,10647,635,22857.65,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
586776-51,0,724,20547.12,252,18798.28,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD001-10S,0,525,8253,512,18624.8,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
GL0785,0,738,30110.399999999998,200,18602,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
WT13504SST,0,519,33086.25,109,15649.91,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD002-10S,0,721,11326.91,414,14961.29,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
586890-36,0,723,25666.5,164,14327.369999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
H14680,0,568,29445.120000000003,104,12724.86,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD001-62S,0,404,6371.08,290,10566.72,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD350-56S,0,551,8650.699999999999,280,9892.82,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD001-56S,0,405,6366.6,241,8791.61,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD350-32S,0,568,8917.6,227,8065.73,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
1024962-14482,0,635,19494.5,105,7195.379999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD350-63S,0,560,8792,199,7149.21,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD350-20S,0,583,9153.1,193,6894.4800000000005,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSTSD001-27M,0,576,9043.2,192,6826.88,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD352-56S,0,527,8273.9,188,6553.34,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
55770-020,0,586,12429.060000000001,144,6544.06,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
55767-301,0,601,12747.210000000001,123,5493.780000000001,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD350-30S,0,631,9906.699999999999,141,5075.79,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSDL350-20S,0,517,12180.519999999999,87,4779.33,TEKSTYLIA,2_KOBIETA,LONG SLEEVE,T-SHIRT,"(400,800]"
H4Z21-TSD026-20S,0,653,11538.51,94,3783.5600000000004,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
55767-001,0,618,13107.78,77,3550.23,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSDL350-10S,0,549,12934.439999999999,62,3446.98,TEKSTYLIA,2_KOBIETA,LONG SLEEVE,T-SHIRT,"(400,800]"
1024961-19764,0,727,19825.29,53,3369.27,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
H4Z21-TSD029-10S,0,666,13073.58,72,3242.28,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
NOSH4-TSD352-10S,0,717,11256.9,78,2733.22,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
1024961-27476,0,740,20157.6,40,2443.1,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
GL0783,0,646,26356.8,10,939.9,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
D4L21-TSD224-65S,0,462,7752.360000000001,14,649.86,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(400,800]"
GL0784,0,339,13831.199999999999,325,30266.76,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
DU0629,1,341,11024.529999999999,456,22476.78,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
NOSTSD002-20S,0,274,4301.799999999999,448,16253.94,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
586890-02,1,204,6517.8,314,15735.65,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
VN0A3UP4ZJY1,0,257,13209.8,101,11565.8,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
GS4165,0,226,11715.84,88,10888.52,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
VN0A3UP4BLK1,0,370,19018,83,9414.369999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
GI6865,1,246,8954.4,141,7342.87,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
NOSTSD001-31S,0,262,4113.4,171,6130.3,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
586876-40,1,258,8243.1,108,5441.17,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
586776-90,0,226,5876,56,4305.84,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
DP2361,0,231,7475.16,44,3207.58,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
H4L21-TSD038-10S,1,284,5574.92,99,3119.33,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
1024962-25987,1,209,6276.27,104,2815.3,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
GL0777,0,382,15585.599999999999,12,1053.8799999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(200,400]"
GL6845,1,111,4528.799999999999,139,10154.81,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
585907-02,1,153,6517.8,142,8727.83,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
585736-52,1,190,6745,116,8373.41,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
582407-52,1,151,4824.45,167,8158.81,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
GL0780,1,76,3100.7999999999997,101,7047.2,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
585902-01,1,64,2272,112,6775.12,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
BV6169-100,1,61,2737.6800000000003,109,6754.12,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
GL0992,1,61,2488.7999999999997,86,5799.37,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583536-51,1,165,5857.5,123,5014.06,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583608-02,1,80,3408,93,4900.66,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
586775-23,1,110,3124,94,4871.27,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583608-01,1,56,2385.6,99,4805.34,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
AO9951-010,1,68,4022.2,65,4598.66,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583609-02,1,83,2651.85,116,4585.68,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
H4L21-TSD031-27M,1,60,1177.8,141,4128.91,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
NOSTSD002-47S,0,157,2466.4700000000003,113,4106.68,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583536-52,1,190,6745,104,4049.3,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
587897-02,1,70,2275,78,3949.19,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1024961-10668,1,81,2200.77,116,3895.1200000000003,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
DP2362,0,134,5469.88,39,3679.6099999999997,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
586775-26,1,80,2272,73,3641.46,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1024962-10668,1,110,3329.7000000000003,120,3313.32,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
583609-34,1,56,1789.1999999999998,72,3069.44,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
GL0778,0,183,7466.4,33,3057.6699999999996,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
55684-008,1,53,1124.13,95,2736.29,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
55695-020,1,68,1442.28,81,2641.38,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
55727-008,1,84,1781.64,99,2599.9,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
Z0TSD024-10S,1,86,1737.1999999999998,99,2457.13,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1016431-10348,1,58,986.58,101,2381.31,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
H4L21-TSD038-55S,1,163,3199.6899999999996,71,2319.51,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1016431-22234,1,116,1930.2400000000002,79,1939.4199999999998,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
GL2847,0,104,4243.2,20,1862.8,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
582407-56,0,90,2875.5,22,1852.8799999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
H4L21-TSD013-10S,1,143,2245.1,75,1844.4399999999998,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
H4L21-TSD013-47S,1,56,879.1999999999999,62,1592.51,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1016431-10360,1,53,899.94,69,1526.56,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
NOSTSD001-47S,0,51,824.16,30,1112.5,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
L0TSD500-10S,1,62,1252.4,83,1076.33,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
55729-028,0,149,3382.2999999999997,23,1073.77,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
NOSTSD300-11M,0,66,743.8199999999999,26,691.55,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
HOL21-TSD632A-56S,0,142,2597.18,7,299.93,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
HOL21-TSD614E-22S,0,84,1536.36,4,179.96,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
HOL21-TSD632A-10S,0,118,2158.22,1,39.99,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
1024962-27476,0,111,3386.61,0,0,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(50,200]"
585736-51,1,48,1704,96,6911.19,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
GC6948,1,41,1672.8,98,4799.3,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
583634-02,1,33,1171.5,172,4255.75,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
VN0A3UP4WHT1,1,46,2364.3999999999996,51,3923.6099999999997,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
AO9951-639,1,48,2709.12,51,3519.6099999999997,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
55725-020,1,49,1247.54,66,2574.57,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
582546-32,1,50,1775,45,2381.62,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
55739-582,1,24,509.04,82,2288.44,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
H4L21-TSD031-10S,1,45,883.35,73,2284.51,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
851787-02,1,41,1166.45,58,2023.54,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
Z0TSD024-31S,1,49,989.8,73,1727.49,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
GD2930,1,28,904.3999999999999,38,1549.75,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
NOSTSD005-33S,1,25,505,40,1299.71,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
1016431-25901,1,22,367.18,38,929.6999999999999,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
55674-008,0,31,657.51,19,902.3100000000001,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
NOSTSD300-10S,0,23,259.21,19,484.01,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
NOSTSD001-36S,1,24,387.84,21,464.85999999999996,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
Z0TSD014-10S,0,24,484.8,7,331.43,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
EI4569,0,24,779.76,4,303.96,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
NOSTSD300-21S,0,24,270.48,8,203.92,TEKSTYLIA,2_KOBIETA,T-SHIRT,T-SHIRT,"(20,50]"
GV6017,0,877,45463.68000000001,44,5528.46,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(800,1e+04]"
GL0723,0,645,33436.8,402,50291.990000000005,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
GL4040,0,559,38012,149,24463.510000000002,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
DP2389,0,614,32149.04,177,22245.13,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
GL4028,0,677,46036,95,15599.95,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
586835-01,0,790,28045,166,15112.4,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
GS1346,0,661,39884.740000000005,73,10538.27,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
589491-01,0,710,45369,36,6234.84,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
NOSH4-LEG350-20S,0,603,18940.23,70,5101.7,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
VN0A5ATXY281,0,423,21742.199999999997,40,4643.5999999999995,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(400,800]"
589523-01,0,381,18935.7,98,13194.02,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
GS6337,0,277,20010.48,59,10257.61,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
586896-01,1,204,8810.76,115,9958.109999999999,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
DP2386,0,399,19327.559999999998,64,7444.17,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
1356403-001,1,307,19285.739999999998,78,6989.37,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
H4L21-SPDF010-20S,0,272,10678.72,60,5780.4,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
DU2040,0,251,19593.06,30,5208.9000000000005,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
VN0A4S9WBLK1,0,328,21093.68,40,4508.01,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
585940-01,0,331,16450.7,26,3429.7400000000002,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
851813-01,0,234,8307,21,1878.8,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(200,400]"
585959-51,1,166,10018.1,169,14847.66,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GL4007,1,165,9956.1,102,12043.62,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GL0760,1,73,3784.32,112,10269.019999999999,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
585946-01,1,162,10351.8,82,9715.300000000001,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
585917-01,1,166,8250.2,105,9499.13,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GL3985,1,156,9413.04,74,9190.32,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
585959-01,1,135,8147.25,99,9159.13,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
586828-01,1,108,3450.6,105,6476.25,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
583543-01,1,78,4984.2,126,5748.2300000000005,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
583544-34,1,148,9457.199999999999,86,5273.799999999999,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
H4L21-LEG016-92A,1,108,5088.96,59,5169.5199999999995,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
585849-01,1,52,2584.4,51,4319.62,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
CJ2657-011,1,65,3792.1000000000004,54,4000.62,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GE0319,1,80,4827.200000000001,62,3935.58,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
H4L21-LEG014-91A,1,55,2159.2999999999997,51,3519.5899999999997,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GM5565,1,80,3875.2,47,3447.6,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GR3861,0,185,7548,36,3422.64,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
FM6700,1,60,3110.4,41,3311.6699999999996,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
FM4363,1,68,4624,50,2855.64,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GJ6611,1,54,2799.36,24,1727.83,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
DU0681,0,57,2954.88,3,389.97,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GR9434,0,74,4761.9,0,0,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(50,200]"
GD4345,1,32,1424.96,35,2169.71,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(20,50]"
853462-91,1,50,2130,26,2129.8199999999997,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(20,50]"
581236-01,1,33,2108.7,40,2069.69,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(20,50]"
Z0LEG011-20S,1,30,969.6,23,1266.85,TEKSTYLIA,2_KOBIETA,TIGHT,TIGHT,"(20,50]"
CE9052,0,1215,35514.45,488,31369.58,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(800,1e+04]"
589306-01,0,603,38531.7,207,36123.93,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
GN3967,0,665,53951.45,164,31910.36,TEKSTYLIA,3_CHŁOPAK,DRES,BLUZA,"(400,800]"
GQ8900,0,745,53818.799999999996,158,27425.02,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
FS1892,0,497,26107.41,183,26164.170000000002,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
GS8884,0,457,31327.35,155,25189.050000000003,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
GN3970,0,685,55306.899999999994,105,18870.95,TEKSTYLIA,3_CHŁOPAK,DRES,BLUZA,"(400,800]"
671142-01,0,666,43023.6,108,17588.82,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
671140-02,0,667,43088.2,104,17029.56,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
HJZ21-JBLM001B-62S,0,576,18092.16,120,8843.6,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(400,800]"
585891-02,1,35,1988,79,8479.14,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(20,50]"
HJL21-JBLM003-45N,1,49,1731.1699999999998,119,7129.459999999999,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(20,50]"
583929-51,1,33,1991.5500000000002,16,1859.85,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(20,50]"
BV3700-011,1,38,3779.86,18,1674.84,TEKSTYLIA,3_CHŁOPAK,DRES,BLUZA,"(20,50]"
583195-36,1,34,2051.9,15,1419.87,TEKSTYLIA,3_CHŁOPAK,BLUZA,BLUZA,"(20,50]"
CV3742,1,183,9612.99,95,9119.13,TEKSTYLIA,3_CHŁOPAK,KURTKA,KURTKA,"(50,200]"
CV3743,1,140,7354.2,68,6269.41,TEKSTYLIA,3_CHŁOPAK,KURTKA,KURTKA,"(50,200]"
HJL21-JKUMP001A-21S,1,61,3353.17,48,4359.5999999999995,TEKSTYLIA,3_CHŁOPAK,KURTKA,KURTKA,"(50,200]"
HJL21-JKUMP001-36S,1,70,3847.8999999999996,37,3459.6699999999996,TEKSTYLIA,3_CHŁOPAK,KURTKA,KURTKA,"(50,200]"
FM0742,1,21,1517.04,18,1559.86,TEKSTYLIA,3_CHŁOPAK,KURTKA,KURTKA,"(20,50]"
GK9550,0,1452,40830.24,457,30931.04,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(800,1e+04]"
CV3996,0,873,21309.93,90,4799.5,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(800,1e+04]"
CE9030,0,671,16379.11,271,14269.810000000001,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(400,800]"
GN4007,1,123,4494.42,125,8410.91,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(50,200]"
GN4093,1,133,4859.82,122,8260.26,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(50,200]"
GN4026,1,190,6942.6,103,6926.41,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(50,200]"
HJL21-JSKMTR001-23S,0,89,1953.55,66,3818.34,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(50,200]"
HJL21-JSKMD002-20S,1,65,1275.9499999999998,69,2263.4700000000003,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(50,200]"
586972-01,1,40,1136,73,3537.05,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(20,50]"
HJL21-JSKMD003B-27M,1,42,824.4599999999999,42,1507.63,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(20,50]"
HJL21-JSKMD001A-20S,1,22,345.4,29,860.77,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(20,50]"
DV1796,1,24,876.96,12,714.9,TEKSTYLIA,3_CHŁOPAK,SPODENKI,SPODENKI,"(20,50]"
589308-01,0,1063,60378.399999999994,172,25678.28,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(800,1e+04]"
586973-01,0,987,45550.05,162,16754,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(800,1e+04]"
GQ8897,0,551,31346.39,276,36323.05,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(400,800]"
GK9553,0,581,30519.93,167,22538.84,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(400,800]"
