KodProduktu,Wyprzedaz,ilosc_indeks,Wartosc_indeks,SlsU,SlsR,KATEGORIA,DEPARTAMENT,GRUPA,grupa_towarowanie,przedzial_ilosci
H4L21-SOM006-20S+20S+20S,0,151,1778.7799999999997,112,3031.2799999999997,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
NOSH4-SOD301-10S+10S+10S,0,164,1608.84,130,2870.95,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
HJL21-JSOM002-27M+10S+21S,0,189,1854.0900000000001,109,2406.66,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
907375-19,0,138,1469.7,75,2067.45,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
NOSH4-SOD301-20S+20S+20S,0,200,1962,94,2048.81,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOM006-25M+10S+20S,0,156,1836.12,73,1978.4799999999998,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOM005-20S+20S+20S,0,199,1952.19,85,1917.6499999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
HJL21-JSOM006-10S+25M+21S,0,152,1491.12,85,1897.8999999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GE6133,0,157,2135.2,56,1831.3400000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOM006-10S+10S+10S,0,137,1613.8599999999997,66,1791.24,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOM002-20S,0,186,2630.04,53,1752.97,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GE6137,0,144,1958.3999999999999,50,1683,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOD008-10S+10S+10S,0,99,1166.22,57,1582.83,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOD008-56S+10S+20S,0,90,1060.1999999999998,57,1569.34,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOD008-27M+10S+20S,0,90,1060.1999999999998,53,1481.77,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOM005-25M+10S+20S,0,142,1393.02,58,1297.9199999999998,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GE6165,0,125,1912.5,30,1137.7,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
194011-300,0,139,1772.25,42,1137.48,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
Z0SOM003-10S,0,180,2908.8,29,1123.71,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
907375-02,0,107,1364.25,37,1035.53,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
H4L21-SOM007-10S+10S+10S,0,172,2700.3999999999996,25,975.75,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
H4L21-SOD007-56S+10S+20S,0,53,519.9300000000001,37,844.38,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0SOM007-B26,0,179,1446.32,44,784.9599999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOD001-10S,0,101,1224.12,28,764.12,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GH0425,0,117,1418.04,27,756.93,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
HJL21-JSOM004-10S+25S+21S,0,89,873.09,33,727.67,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOD003-10S,0,126,1781.64,20,675.3000000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
201103-292,0,151,1668.5500000000002,25,669.65,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0SOD001-20S,0,175,2121,24,665.76,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOD003-B5,0,127,1795.78,19,611.61,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z9SOD001-B11,1,93,1158.78,51,608.61,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
L0SOM007-20S,0,172,1389.76,33,595.49,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOD001-20S,0,128,1551.3600000000001,21,586.29,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GH0424,0,100,1212,22,585.68,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOD007-20S+20S+20S,0,73,730,27,582.2299999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
F9303-300,0,91,1333.15,15,567.85,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
F8338-300,0,74,1084.1000000000001,15,519.6,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
SX4926-901,1,125,2108.75,23,512.3,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
273015-460,1,138,1255.8,32,509.77,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
261081-460,1,116,1055.6,29,505.71999999999997,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0SOD001-10S,0,92,1115.04,17,489.42999999999995,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
F8338-200,0,84,1230.6000000000001,15,486.35,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
Z0SOM001-10S,0,52,630.24,15,428.84999999999997,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0SOM001-20S,0,57,690.8399999999999,11,298.28999999999996,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z0SOM003-20S,0,53,856.48,7,269.93,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
L0SOM001-10S,0,69,836.28,10,269.9,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
CV4387,1,131,1558.9,15,268.46,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DTA-SX-029-A,0,107,342.40000000000003,38,247.88,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
CV4386,1,60,714,14,245.87,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
FJ7713,0,90,1224,6,235.94,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
Z9JSOM002-B21,1,97,1410.3799999999999,14,229.89,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
DTA-SX-002-G,0,177,566.4000000000001,36,223.9,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
SX4926-001,1,124,2224.5600000000004,12,222.41,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
SX4926-101,1,83,1483.21,10,214.92,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
DTA-SX-028-C,0,84,268.8,26,211.77,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DTA-SX-030-C,0,99,316.8,30,201.89000000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
Z9JSOD002-B20,1,51,741.54,12,199.9,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
DTA-SX-016-S,0,150,525,21,185.33,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
F9303-200,0,124,1816.6000000000001,4,159.96,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
FJ7714,0,82,1261.98,4,159.56,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
Z0SOD004-10S,0,60,969.6,4,151.96,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
DTA-SX-027-Z,0,176,563.2,20,144.9,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0SOD002-20S,0,51,618.12,5,131.95,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DZ9386,0,78,1193.4,3,119.97,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
L0JSOM003-B21,0,57,575.6999999999999,5,113.19999999999999,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(50,200]"
DTA-SX-023-C,0,90,288.00000000000006,15,109.95,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DTA-SX-005-G,0,102,326.40000000000003,11,97.91,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DTA-SX-014-W,0,192,672,14,79.98,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
DTA-SX-003-G,0,114,364.80000000000007,5,27.990000000000002,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
H4L21-SOD007-27M+10S+20S,0,41,402.21000000000004,29,661.4599999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
H4L21-SOD007-10S+10S+10S,0,32,324.16,24,521.01,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
H4L21-SOM007-25M+10S+20S,0,45,706.5,12,463.88,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z0SOM001-20S,0,29,351.47999999999996,15,429.45,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
SX2554-101,1,32,594.56,14,275.65999999999997,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
SX2554-901,1,23,275.31,11,254.92,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
261081-300,1,50,454.99999999999994,14,239.88,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
DZ9402,0,31,502.51000000000005,6,231.94,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z9SOD001-B5,0,47,585.62,8,208.42,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
NOSSOD301-B61,0,28,282.79999999999995,9,203.16,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
L0SOM007-10S,0,38,307.03999999999996,11,201.89,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
Z9SOM001-20S,0,28,348.88,7,197.92999999999998,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z0SOD004-20S,0,33,533.28,5,183.95,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
907375-23,0,29,369.75,6,167.94,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
907375-23,0,29,369.75,6,167.94,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
L0SOD001-B5,0,40,484.79999999999995,4,107.66,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
VN000XSEWHT1,0,25,852.5,1,79.99,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z9SOM001-10S,0,25,311.75,3,71.97,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
SX6844-010,1,24,495.12,4,59.98,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
AA2279,1,29,426.29999999999995,4,49.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z9SOM001-B14,1,21,261.66,3,41.97,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
Z9SOM002-B18,1,26,378.03999999999996,1,19.99,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(20,50]"
CV5941,1,48,1067.04,0,0,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(20,50]"
7308-200,0,651,7193.550000000001,79,2135.21,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
7308-300,0,495,5469.75,74,2043.77,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
7308-321,0,593,6552.6500000000015,40,1081.1,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
7308-400,0,672,7425.6,35,957.55,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
F9632-200,0,427,6255.55,13,475.87,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-485-X,0,724,2027.1999999999998,31,397.51,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-457-Z,0,547,1531.6,23,375.84999999999997,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-487-X,0,499,1397.1999999999998,20,270.91999999999996,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-495-X,0,638,1786.3999999999996,16,228.51999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-432-A,0,632,1769.6,11,134.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-458-Z,0,581,1626.7999999999997,7,119.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-443-G,0,707,1979.6,7,115.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-435-C,0,448,1254.3999999999999,5,99.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
DTS-SX-434-N,0,566,1584.7999999999997,10,80.02,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(400,800]"
HJL21-JSOM003-25S+10S+21S,0,348,4099.44,117,3182.14,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
FN0997,0,280,4519.200000000001,52,1995.0800000000002,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
F6114-754,0,338,4813.12,28,1058.52,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DZ9347,0,234,5171.4000000000005,5,274.95,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-401-A,0,389,1750.5,17,235.92999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-030-X,0,204,979.1999999999999,18,227.94,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-460-G,0,209,940.5,12,211.89999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-412-C,0,260,727.9999999999999,10,189.89999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-453-C,0,334,935.1999999999999,9,160.51999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-060-X,0,293,1084.1000000000001,6,119.94,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-451-G,0,307,859.5999999999999,7,95.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-005-X,0,258,954.6000000000001,6,79.97999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-004-X,0,268,991.6000000000001,5,79.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-019-X,0,270,999.0000000000001,4,79.96,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-422-A,0,229,641.1999999999999,5,55.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-015-X,0,268,991.6000000000001,2,39.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
DTS-SX-427-N,0,299,837.1999999999998,3,39.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
D20WF-SX-013-X,0,206,762.2,1,19.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(200,400]"
261058-300,0,196,3332,31,1202.0900000000001,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
GN9545,0,194,2968.2000000000003,25,952.95,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
F9092-300,0,116,1887.32,19,735.4100000000001,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
F9092-200,0,154,2505.58,9,335.91,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
GE6120,1,114,1162.8,21,277.32,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-026-X,0,122,585.5999999999999,16,275.88,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-438-C,0,110,424.6,13,238.89,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-033-X,0,111,532.8,14,214.92,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-056-X,0,87,417.59999999999997,12,179.94,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
VN000XSE95Y1,0,91,3103.1,2,159.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
GH0331,0,146,1476.06,7,159.92999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-038-X,0,127,609.5999999999999,9,158.92999999999998,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-003-X,0,129,619.1999999999999,5,99.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-008-X,0,107,513.5999999999999,5,98.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-059-X,0,181,669.7,5,94.94999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-014-X,0,198,950.4,5,79.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-445-Z,0,117,374.40000000000003,5,75.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-018-X,0,157,753.5999999999999,6,59.99999999999999,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-471-X,0,143,457.6,4,59.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-489-D,0,171,769.5,4,59.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-491-R,0,69,310.5,3,59.769999999999996,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-402-N,0,127,571.5,4,55.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-061-X,0,94,347.80000000000007,5,40.01,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-416-N,0,61,195.20000000000002,4,40,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-472-X,0,110,352.00000000000006,3,39.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-404-Z,0,104,468,2,39.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-488-W,0,110,495,2,39.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-492-C,0,102,459,2,39.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
D20WF-SX-006-X,0,154,569.8000000000001,2,35.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-400-S,0,64,288,2,35.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-296-F,1,98,480.20000000000005,3,27.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-292-N,0,84,411.6,2,26.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-304-N,1,148,725.2,3,24.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-419-A,0,55,176,2,20,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-452-F,0,57,256.5,1,19.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-497-F,0,98,441,1,19.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-405-W,0,97,436.5,1,15.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-297-Y,1,82,401.80000000000007,2,15.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-499-X,0,87,278.4,1,0.01,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-281-W,1,66,323.40000000000003,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-320-G,0,57,279.3,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DTS-SX-328-G,0,63,308.70000000000005,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(50,200]"
DZ9346,0,50,1105,6,329.94,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
GE6145,1,41,418.2,18,209.88,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-459-R,0,22,70.4,3,39.989999999999995,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-446-N,0,35,112,2,39.98,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-295-C,1,37,181.3,5,35.97,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
SK0132-657,1,42,1089.8999999999999,1,29.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
251030-200,0,27,298.35,1,23.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-433-X,0,36,115.20000000000002,2,20,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-442-N,0,45,144,1,19.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-339-X,0,39,191.10000000000002,1,14.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-331-X,1,40,196,1,9.99,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
7308-325,0,28,309.12,1,3,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
251030-400,0,26,282.09999999999997,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-306-G,1,50,245,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
DTS-SX-437-C,0,36,115.20000000000002,0,0,BIELIZNA,6_BIELIZNA,SKARPETY DŁUGIE,SKARPETY DŁUGIE,"(20,50]"
